Identifier,Title,Author,Description,collection
10.11591ijres.v11.i1.pp34-48,Design and implementation of an automated office environment  system using embedded sensors,Unknown Author,"Office automation is the process using machines with the help of embedded 
computing perform the office activities and its tools and applications. The 
office automated using computer-aided processing stored, visual and audio 
data to simplify, improve, and automate the power saving and time 
management of the organization. A very important component of office 
automation concerns the automation of employee centred activities such as 
authentication, automatic alerting of appointments and automatic powering 
on/off personal computer. The employee image is captured using Java media 
framework, attendance records for all employees is gathered and processed 
automatically, and they can be accessed from the database on a monthly or 
weekly basis. The various software and hardware components of the system 
were developed and integrated to form the Exypnos Office System and 
validated on real life scenarios. Java proved to be a versatile platform for 
implementing a project of this nature with diverse requirements. Web 
camera interfacing and image capturing are implemented in the Java 
environment with the help of Java media framework (JMF). Java short 
message service (SMS) application programming interface (API) and 
Bluetooth technology is used for sending schedules through SMS. Radio 
frequency identification (RFID) systems use many different frequencies, but 
the most common and widely used and supported by our reader is 125 kHz. 
Office automation systems have more benefits to an organization. The 
project is implemented on MS Windows platform and in future can be 
implemented in Linux platform.
","['journals_contributions', 'journals']"
the-java-language-specification-java-se-18-edition,"The Java Language Specification, Java SE 18 Edition",O,"The Java Language Specification, Java SE 18 Edition <br />",opensource
iuliana-cosmina-java-17-for-absolute-beginners-learn-the-fundamentals-of-java-pr,Java 17 For Absolute Beginners Learn The Fundamentals Of Java Programming Apress ( 2022),I,Java Programming for absolute beginners,"['opensource', 'community']"
the-java-language-specification-java-se-17-edition,"The Java Language Specification, Java SE 17 Edition",O,"The Java Language Specification, Java SE 17 Edition",opensource
the-java-language-specification-java-se-16-edition,"The Java Language Specification, Java SE 16 Edition",O,"The Java Language Specification, Java SE 16 Edition <br />",opensource
ERIC_ED615543,ERIC ED615543: Knowing &quot;When&quot; and &quot;Where&quot;: Temporal-ASTNN for Student Learning Progression in Novice Programming Tasks,E,"As students learn how to program, both their programming code and their understanding of it evolves over time. In this work, we present a general data-driven approach, named ""Temporal-ASTNN"" for modeling student learning progression in open-ended programming domains. Temporal-ASTNN combines a novel neural network model based on abstract syntactic trees (AST), named ASTNN, and Long-Short Term Memory (LSTM) model. ASTNN handles the ""linguistic"" nature of student programming code, while LSTM handles the ""temporal"" nature of student learning progression. The effectiveness of ASTNN is first compared against other models including a state-of-the-art algorithm, Code2Vec across two programming domains: iSnap and Java on the task of program classification (""correct"" or ""incorrect""). Then the proposed temporal-ASTNN is compared against the original ASTNN and other temporal models on a challenging task of student success early prediction. Our results show that Temporal-ASTNN can achieve the best performance with only the first 4-minute temporal data and it continues to outperform all other models with longer trajectories. [For the full proceedings, see ED615472.]","['ericarchive', 'additional_collections']"
doi-10.11591eei.v9i5.2268,An improved ant colony optimization algorithm for wire optimization,B,"Wire optimization has become one of the greatest challenges in today’s
circuit design. This paper presents a method for wire optimization in circuit
routing using an improved ant colony optimization with Steiner nodes
(ACOSN) algorithm. Circuit delay and power dissipation are primarily
affected by the length of the routed wire. Thus, the main goal of this
proposed algorithm is to find the shortest route from one point to another
using an algorithm that relies on the artificial behavior of ants. The algorithm
is implemented in the JAVA programming language. The proposed ACOSN
algorithm is compared with the conventional ant colony optimization (ACO)
algorithm in terms of efficiency and routing performance when applied to
three types of circuits: emitter-coupled logic, 741 output and a cascode
amplifier. The performance of the proposed method is analyzed based on
circuit information such as total wire routing, total number of nets, total wire
reduction, terminals per net and total terminals. From the simulation analysis,
it is shown that the proposed ACOSN algorithm gives the most benefit to
complex circuits, where it successfully reduces the wire length by 21.52% for
a cascode amplifier circuit, 14.49% for a 741 output circuit, and 10.43% for
emitter-coupled logic circuit. ","['folkscanomy_academic', 'folkscanomy', 'additional_collections']"
the-java-language-specification-java-se-15-edition,"The Java Language Specification, Java SE 15 Edition",O,"The Java Language Specification, Java SE 15 Edition",opensource
ERIC_ED608053,ERIC ED608053: Student Teamwork on Programming Projects What Can GitHub Logs Show Us?,E,"Teamwork, often mediated by version control systems such as Git and Apache Subversion (SVN), is central to professional programming. As a consequence, many colleges are incorporating both collaboration and online development environments into their curricula even in introductory courses. In this research, we collected GitHub logs from two programming projects in two offerings of a CS2 Java programming course for computer science majors. Students worked in pairs for both projects (one optional, the other mandatory) in each year. We used the students' GitHub history to classify the student teams into three groups, ""collaborative,"" ""cooperative,"" or ""solo-submit,"" based on the division of labor. We then calculated different metrics for students' teamwork including the total number and the average number of commits in different parts of the projects and used these metrics to predict the students' teamwork style. Our findings show that we can identify the students' teamwork style automatically from their submission logs. This work helps us to better understand novices' habits while using version control systems. These habits can identify the harmful working styles among them and might lead to the development of automatic scaffolds for teamwork and peer support in the future. [For the full proceedings, see ED607784.]","['ericarchive', 'additional_collections']"
most-essential-concepts-of-java-script,Most Essential Concepts Of Java Script,S,An E Book containing the most essential concepts of the JavaScript Programming language explained in the form of articles. The book is authored by Satyapriya Mishra & Bhanu Maniktahla.<div>This is part of notes prepared while training for code2stepup.com.</div><div> </div>,"['folkscanomy_computer_inbox', 'folkscanomy_computer', 'folkscanomy', 'additional_collections']"
js-the-first-20-years,JavaScript: The First 20 Years,B,"<div><span style=""font-size:14.944px;font-family:sans-serif;"" dir=""ltr"">How a sidekick scripting language for Java, created at Netscape in a ten-day hack, ships first as a de facto</span><span style=""font-size:14.944px;font-family:sans-serif;"" dir=""ltr""> Web standard and eventually becomes the world’s most widely used programming language. This paper tells</span><span style=""font-size:14.944px;font-family:sans-serif;"" dir=""ltr""> the story of the creation, design, evolution, and standardization of the JavaScript language over the period of</span><span style=""font-size:14.944px;font-family:sans-serif;"" dir=""ltr""> 1995-2015. But the story is not only about the technical details of the language. It is also the story of how</span><span style=""font-size:14.944px;font-family:sans-serif;"" dir=""ltr""> people and organizations competed and collaborated to shape the JavaScript language which dominates the</span><span style=""font-size:14.944px;font-family:sans-serif;"" dir=""ltr""> Web of 2020.</span></div><div><span style=""font-size:14.944px;font-family:sans-serif;"" dir=""ltr""><br /></span></div><div><span style=""font-size:14.944px;font-family:sans-serif;"" dir=""ltr"">DOI: https://dl.acm.org/doi/10.1145/3386327<br /></span></div>","['opensource', 'community']"
2020-05-023-njstr,2020 05 023 NJSTR,O,"This paper presents a design and implementation of a fingerprintbased class attendance management system for convenient, efficient
and effective record keeping of lectures. The class attendance
management system was designed using Java, MySQL, for the
backend and HTML, CSS, for the frontend through various platforms
such as android studio. The system was carried out to meet both
functional and non-functional requirements of the educational
system as well as achieving a stable, maintainable, secure and
reliable system. Testing was carried out to ensure the system
requirements were met. ","['opensource', 'community']"
